Soil_Moisture,Temperature,Humidity,pH,Light,Rain_digital,Rain_analog,crop_type,action
761,14.93,86.69,6.16,201,726,753,rice,Spray Pesticide
721,18.81,71.33,6.02,221,748,839,rice,Spray Pesticide
780,18.7,64.65,5.84,236,699,694,rice,Spray Pesticide
639,22.17,61.85,6.59,97,971,889,maize,Spray Pesticide
836,24.1,52.75,6.44,168,778,637,rice,Spray Pesticide
562,21.2,85.28,6.66,241,919,727,wheat,Spray Pesticide
634,28.38,55.54,5.42,30,889,942,rice,Spray Pesticide
656,27.2,66.26,6.53,248,806,793,wheat,Spray Pesticide
633,27.05,81.38,6.29,11,988,899,wheat,Spray Pesticide
756,28.98,55.64,6.18,256,984,944,wheat,Spray Pesticide
677,15.93,53.45,6.25,72,827,777,maize,Spray Pesticide
727,26.33,65.89,6.31,112,760,1023,maize,Spray Pesticide
857,27.01,72.99,7.05,19,766,866,maize,Spray Pesticide
687,26.17,82.95,7.0,49,728,676,rice,Spray Pesticide
707,28.67,73.5,6.89,241,838,980,maize,Spray Pesticide
656,24.09,58.06,6.93,145,702,671,rice,Spray Pesticide
590,26.36,79.26,6.68,116,834,779,wheat,Spray Pesticide
555,29.97,77.54,6.9,227,1023,779,rice,Spray Pesticide
593,19.32,85.56,7.14,170,793,921,wheat,Spray Pesticide
562,21.85,77.65,6.96,52,838,738,rice,Spray Pesticide
743,25.19,68.21,6.61,145,894,898,maize,Spray Pesticide
500,28.94,67.05,6.38,286,716,706,wheat,Spray Pesticide
529,29.14,65.93,6.35,209,668,738,rice,Spray Pesticide
722,16.22,63.1,5.57,299,809,1023,rice,Spray Pesticide
611,21.92,55.39,6.13,150,911,803,maize,Spray Pesticide
526,20.66,83.86,6.47,197,976,781,maize,Spray Pesticide
755,20.46,76.68,6.05,273,665,920,maize,Spray Pesticide
534,17.14,65.79,5.54,278,868,648,rice,Spray Pesticide
606,20.91,55.5,6.52,200,786,857,maize,Spray Pesticide
562,14.67,57.4,5.37,109,914,582,rice,Spray Pesticide
611,18.76,76.29,6.74,144,818,839,maize,Spray Pesticide
512,14.64,51.8,5.9,146,882,829,rice,Spray Pesticide
747,25.03,78.59,5.96,172,973,882,wheat,Spray Pesticide
804,17.1,85.6,6.92,67,669,905,maize,Spray Pesticide
652,26.23,79.5,5.98,278,815,721,wheat,Spray Pesticide
642,17.21,62.32,6.46,286,685,928,rice,Spray Pesticide
545,21.68,74.83,6.38,240,771,647,wheat,Spray Pesticide
861,26.08,59.41,5.99,299,758,721,maize,Spray Pesticide
593,21.35,85.29,6.86,36,900,659,maize,Spray Pesticide
897,20.04,81.23,6.23,164,912,639,rice,Spray Pesticide
721,16.36,52.65,6.33,15,892,992,maize,Spray Pesticide
626,24.58,52.06,6.22,218,835,698,wheat,Spray Pesticide
634,19.06,64.88,6.03,249,916,796,maize,Spray Pesticide
671,19.69,75.69,5.94,77,760,752,wheat,Spray Pesticide
513,15.72,75.9,6.33,149,748,953,maize,Spray Pesticide
592,19.11,65.39,6.08,228,963,671,rice,Spray Pesticide
766,16.55,69.02,6.65,91,899,645,maize,Spray Pesticide
620,20.83,58.0,6.47,143,913,1019,rice,Spray Pesticide
526,26.03,70.69,5.56,52,878,928,maize,Spray Pesticide
722,26.64,54.79,7.3,217,969,953,rice,Spray Pesticide
814,26.2,60.55,5.77,119,802,811,wheat,Spray Pesticide
804,24.76,84.94,6.3,70,1023,928,wheat,Spray Pesticide
504,19.48,67.07,6.47,41,804,1023,wheat,Spray Pesticide
626,20.83,79.61,6.26,16,857,766,wheat,Spray Pesticide
838,27.84,82.59,6.18,228,840,883,rice,Spray Pesticide
591,17.95,76.26,5.74,161,808,814,rice,Spray Pesticide
567,20.62,52.94,6.71,11,830,659,wheat,Spray Pesticide
727,22.07,71.55,6.16,266,683,870,wheat,Spray Pesticide
596,15.63,63.61,6.79,217,805,741,wheat,Spray Pesticide
647,17.25,72.72,6.24,64,763,892,maize,Spray Pesticide
773,21.83,75.55,5.9,109,864,658,wheat,Spray Pesticide
755,26.54,84.06,5.97,146,858,913,rice,Spray Pesticide
514,23.02,65.54,6.55,184,795,563,rice,Spray Pesticide
522,23.23,75.64,6.71,160,777,885,rice,Spray Pesticide
545,26.85,83.25,5.92,272,864,788,maize,Spray Pesticide
542,25.3,50.7,5.39,200,950,969,maize,Spray Pesticide
619,28.43,63.75,5.91,124,754,876,maize,Spray Pesticide
719,22.38,79.15,6.23,19,957,968,maize,Spray Pesticide
624,25.61,74.06,6.37,137,1008,750,rice,Spray Pesticide
551,25.44,62.67,7.27,47,902,685,maize,Spray Pesticide
772,17.03,74.39,5.45,130,907,805,maize,Spray Pesticide
836,14.76,59.19,5.81,90,1023,1023,maize,Spray Pesticide
645,19.01,74.84,5.54,65,869,687,wheat,Spray Pesticide
732,30.38,81.36,6.2,67,989,704,rice,Spray Pesticide
743,25.88,50.66,5.37,30,773,784,maize,Spray Pesticide
560,29.36,66.01,6.21,248,958,1023,wheat,Spray Pesticide
649,23.72,58.15,6.49,239,930,953,rice,Spray Pesticide
681,29.36,66.46,6.32,51,786,798,maize,Spray Pesticide
862,16.64,81.21,6.12,221,862,961,rice,Spray Pesticide
556,18.41,66.57,6.4,66,695,700,rice,Spray Pesticide
692,29.25,65.11,5.58,283,781,932,wheat,Spray Pesticide
649,20.55,75.52,6.14,212,938,1023,maize,Spray Pesticide
722,27.21,68.26,5.91,229,880,804,rice,Spray Pesticide
756,22.42,50.49,6.73,296,641,865,wheat,Spray Pesticide
466,25.5,58.69,6.37,224,780,736,rice,Spray Pesticide
736,17.43,73.01,6.46,86,709,739,rice,Spray Pesticide
552,20.65,77.15,6.15,97,1023,872,wheat,Spray Pesticide
721,27.52,52.82,6.6,277,798,828,rice,Spray Pesticide
746,19.78,72.34,6.16,118,994,733,wheat,Spray Pesticide
510,27.15,74.7,6.2,310,828,975,maize,Spray Pesticide
548,19.48,50.01,6.64,183,667,918,rice,Spray Pesticide
579,29.08,51.77,5.5,172,961,844,maize,Spray Pesticide
573,19.28,64.09,6.56,277,696,867,maize,Spray Pesticide
913,27.93,50.6,6.77,209,958,621,rice,Spray Pesticide
756,27.39,63.49,5.54,2,982,965,wheat,Spray Pesticide
765,21.45,81.07,6.36,289,799,594,rice,Spray Pesticide
578,27.91,56.87,5.85,198,925,643,rice,Spray Pesticide
752,25.32,68.27,6.98,74,891,972,wheat,Spray Pesticide
620,24.0,58.99,6.31,281,800,976,wheat,Spray Pesticide
557,22.64,84.56,5.96,129,918,800,rice,Spray Pesticide
546,30.86,75.45,6.59,284,850,1023,wheat,Spray Pesticide
774,29.89,56.77,6.0,13,945,742,maize,Spray Pesticide
600,14.92,63.15,5.43,218,876,811,wheat,Spray Pesticide
791,23.69,75.22,6.02,286,786,724,maize,Spray Pesticide
560,23.03,59.89,6.69,27,931,1010,maize,Spray Pesticide
712,15.71,69.4,5.44,43,779,870,maize,Spray Pesticide
865,25.03,54.01,5.76,68,933,881,wheat,Spray Pesticide
896,20.19,58.43,6.14,131,802,986,wheat,Spray Pesticide
643,24.71,87.36,6.93,226,769,843,rice,Spray Pesticide
461,19.42,50.0,6.22,143,722,1023,wheat,Spray Pesticide
701,15.39,56.96,6.33,183,923,661,wheat,Spray Pesticide
557,27.87,74.41,6.05,307,670,645,maize,Spray Pesticide
548,28.22,58.34,6.76,287,934,923,wheat,Spray Pesticide
886,22.61,79.26,6.95,144,850,634,wheat,Spray Pesticide
720,24.02,60.94,6.96,41,1002,991,maize,Spray Pesticide
686,24.84,73.34,6.17,266,867,922,wheat,Spray Pesticide
552,28.72,48.81,5.84,290,935,863,maize,Spray Pesticide
666,29.27,50.91,6.67,285,721,960,wheat,Spray Pesticide
812,26.84,69.7,6.69,193,1023,701,wheat,Spray Pesticide
687,26.72,77.66,6.5,108,740,637,rice,Spray Pesticide
521,21.45,53.51,6.54,8,788,877,wheat,Spray Pesticide
904,27.49,56.43,6.49,9,772,648,maize,Spray Pesticide
751,28.68,54.98,5.79,13,956,1023,wheat,Spray Pesticide
573,16.91,56.37,5.78,178,887,699,rice,Spray Pesticide
611,16.36,52.65,5.75,42,929,800,wheat,Spray Pesticide
568,16.85,88.05,5.87,151,826,856,wheat,Spray Pesticide
724,16.64,59.15,6.01,208,778,928,maize,Spray Pesticide
696,19.81,71.5,5.95,256,689,1023,rice,Spray Pesticide
824,20.33,62.0,5.72,166,1023,846,wheat,Spray Pesticide
650,26.46,57.35,5.74,161,945,726,wheat,Spray Pesticide
591,26.83,53.76,5.38,275,965,777,maize,Spray Pesticide
664,21.18,84.49,6.63,142,695,702,wheat,Spray Pesticide
593,21.41,68.57,6.9,110,821,1023,wheat,Spray Pesticide
813,24.56,74.91,5.9,166,711,624,wheat,Spray Pesticide
612,26.58,78.12,6.24,76,852,1002,rice,Spray Pesticide
673,18.81,65.61,6.8,56,782,684,wheat,Spray Pesticide
748,19.99,73.54,5.73,1,970,612,maize,Spray Pesticide
518,18.57,58.76,6.52,14,1003,828,rice,Spray Pesticide
518,28.27,63.53,5.9,24,722,879,wheat,Spray Pesticide
757,26.3,58.32,6.6,254,766,806,wheat,Spray Pesticide
866,28.77,71.82,5.92,237,892,657,rice,Spray Pesticide
612,14.66,83.4,6.74,0,924,600,wheat,Spray Pesticide
773,15.6,52.01,6.23,246,687,903,wheat,Spray Pesticide
763,20.59,63.5,5.89,112,774,720,maize,Spray Pesticide
496,29.79,56.29,6.6,18,901,918,rice,Spray Pesticide
592,22.45,67.0,6.09,220,857,815,maize,Spray Pesticide
717,22.85,79.99,6.43,78,813,895,wheat,Spray Pesticide
845,18.9,66.83,6.36,268,767,729,maize,Spray Pesticide
754,16.4,79.77,6.04,158,978,1023,wheat,Spray Pesticide
523,22.58,59.32,6.61,19,945,1012,rice,Spray Pesticide
777,25.01,69.04,6.61,50,689,805,rice,Spray Pesticide
614,28.65,67.06,5.57,113,810,815,rice,Spray Pesticide
743,20.75,75.29,5.33,27,712,911,maize,Spray Pesticide
703,30.28,60.98,5.61,141,812,751,maize,Spray Pesticide
771,16.61,52.64,5.39,114,790,907,wheat,Spray Pesticide
750,24.47,55.34,6.31,27,727,1020,rice,Spray Pesticide
542,16.58,62.36,6.43,16,775,812,maize,Spray Pesticide
716,18.21,68.68,5.99,16,847,894,wheat,Spray Pesticide
737,19.51,74.19,7.19,114,986,685,maize,Spray Pesticide
486,27.69,67.46,5.49,294,972,629,wheat,Spray Pesticide
476,21.66,54.31,6.72,175,775,1023,maize,Spray Pesticide
746,28.46,80.18,6.34,93,728,1006,maize,Spray Pesticide
643,22.9,66.86,6.29,87,1023,775,maize,Spray Pesticide
763,17.51,75.05,6.99,255,831,1023,rice,Spray Pesticide
648,17.43,67.28,6.87,300,965,886,rice,Spray Pesticide
675,25.12,86.07,5.87,110,733,1023,maize,Spray Pesticide
864,26.52,81.37,5.66,285,737,679,wheat,Spray Pesticide
531,19.78,80.02,6.5,137,737,773,wheat,Spray Pesticide
781,15.75,54.62,5.6,177,944,709,rice,Spray Pesticide
815,22.01,54.17,5.8,198,901,957,rice,Spray Pesticide
892,20.73,77.64,6.65,28,830,709,rice,Spray Pesticide
762,20.14,69.28,6.0,195,876,682,maize,Spray Pesticide
578,26.72,62.52,6.23,111,874,889,wheat,Spray Pesticide
502,26.43,78.85,5.93,5,861,609,rice,Spray Pesticide
848,24.83,73.73,6.96,283,1002,956,maize,Spray Pesticide
863,26.8,84.09,6.05,174,915,598,rice,Spray Pesticide
523,30.07,77.68,5.96,229,1010,957,wheat,Spray Pesticide
567,30.24,60.1,5.94,166,945,1023,wheat,Spray Pesticide
657,19.42,73.67,6.89,252,803,742,rice,Spray Pesticide
510,16.7,66.19,5.79,2,907,670,maize,Spray Pesticide
573,20.24,68.83,5.49,182,813,725,wheat,Spray Pesticide
660,22.38,55.7,6.52,146,955,921,wheat,Spray Pesticide
818,19.63,79.45,6.1,283,782,1017,wheat,Spray Pesticide
796,30.67,78.7,6.07,206,961,694,rice,Spray Pesticide
707,27.62,80.49,6.28,247,801,901,maize,Spray Pesticide
576,19.51,80.34,6.53,91,673,804,maize,Spray Pesticide
669,21.18,63.67,5.87,129,792,828,maize,Spray Pesticide
621,27.56,69.49,6.05,132,752,677,maize,Spray Pesticide
759,18.4,76.95,7.09,291,728,691,maize,Spray Pesticide
891,17.97,65.4,6.94,150,868,758,rice,Spray Pesticide
560,20.44,69.36,6.61,109,677,993,rice,Spray Pesticide
810,21.42,52.15,6.27,120,1023,905,maize,Spray Pesticide
619,20.98,52.51,6.76,250,704,860,maize,Spray Pesticide
645,19.27,88.1,5.96,122,941,925,rice,Spray Pesticide
604,18.72,51.85,6.05,144,815,955,rice,Spray Pesticide
755,18.08,54.98,6.71,125,922,555,maize,Spray Pesticide
536,27.37,71.28,6.88,301,745,698,maize,Spray Pesticide
693,19.51,78.18,5.93,268,821,651,rice,Spray Pesticide
669,25.22,72.18,6.06,31,1000,994,wheat,Spray Pesticide
531,20.28,61.83,6.25,287,859,812,maize,Spray Pesticide
850,25.67,52.84,6.67,223,946,740,wheat,Spray Pesticide
786,27.9,78.49,6.29,43,878,946,maize,Spray Pesticide
683,24.06,58.94,5.91,145,769,764,maize,Spray Pesticide
637,28.63,76.1,6.81,210,735,670,maize,Spray Pesticide
497,15.15,81.98,5.44,182,893,1023,maize,Spray Pesticide
853,25.38,84.0,5.76,272,756,927,wheat,Spray Pesticide
577,28.83,79.52,6.17,281,979,809,rice,Spray Pesticide
565,25.32,49.76,7.23,225,1022,804,rice,Spray Pesticide
848,29.93,57.9,5.66,11,724,731,wheat,Spray Pesticide
768,25.29,62.02,6.15,2,804,783,rice,Spray Pesticide
609,30.84,54.03,6.45,8,940,722,rice,Spray Pesticide
630,22.15,71.88,5.84,205,1023,887,rice,Spray Pesticide
765,21.52,73.49,5.77,190,1022,697,rice,Spray Pesticide
466,18.97,81.76,6.34,163,932,820,rice,Spray Pesticide
487,25.83,55.54,6.37,23,954,679,maize,Spray Pesticide
609,18.11,80.47,5.52,239,786,1023,wheat,Spray Pesticide
770,16.95,73.55,6.65,131,818,758,rice,Spray Pesticide
724,19.88,52.22,5.82,192,689,724,rice,Spray Pesticide
758,28.8,74.83,6.53,178,1001,717,rice,Spray Pesticide
485,23.27,85.53,6.08,59,838,758,maize,Spray Pesticide
667,15.89,62.41,6.31,210,890,770,rice,Spray Pesticide
730,18.86,75.57,5.51,22,855,999,rice,Spray Pesticide
573,14.46,77.14,6.2,78,785,689,wheat,Spray Pesticide
659,19.27,57.89,6.11,70,742,1023,maize,Spray Pesticide
481,21.55,54.75,6.29,161,652,671,rice,Spray Pesticide
601,21.99,87.77,5.52,164,1010,902,wheat,Spray Pesticide
862,15.47,66.44,6.81,225,1008,994,wheat,Spray Pesticide
793,24.16,69.07,6.05,180,890,861,wheat,Spray Pesticide
563,14.59,65.73,5.67,215,784,998,wheat,Spray Pesticide
524,30.95,61.07,6.2,174,939,931,rice,Spray Pesticide
581,24.81,52.93,6.63,249,787,739,wheat,Spray Pesticide
571,15.27,83.48,6.83,61,684,928,maize,Spray Pesticide
585,27.08,58.99,6.36,169,984,980,maize,Spray Pesticide
602,25.01,67.85,5.56,14,734,800,rice,Spray Pesticide
577,24.38,56.18,7.1,74,1008,736,wheat,Spray Pesticide
706,25.71,69.45,6.3,66,720,633,maize,Spray Pesticide
840,19.06,82.19,6.24,97,917,687,wheat,Spray Pesticide
896,27.56,83.17,6.93,150,737,615,maize,Spray Pesticide
776,17.01,58.43,5.79,198,777,877,maize,Spray Pesticide
658,28.96,55.0,7.11,206,760,1023,maize,Spray Pesticide
638,30.21,72.92,5.86,120,958,701,rice,Spray Pesticide
732,15.42,80.95,6.03,32,803,955,maize,Spray Pesticide
742,22.86,77.5,6.09,9,836,914,wheat,Spray Pesticide
563,28.01,59.7,6.77,250,776,703,rice,Spray Pesticide
598,15.9,50.06,6.97,176,815,713,rice,Spray Pesticide
562,25.97,63.28,6.54,201,774,719,maize,Spray Pesticide
863,16.53,81.0,6.89,194,731,870,rice,Spray Pesticide
740,26.34,62.44,6.1,132,909,771,maize,Spray Pesticide
539,17.26,56.27,5.53,102,1004,934,wheat,Spray Pesticide
855,19.21,76.86,5.57,270,1016,727,rice,Spray Pesticide
521,24.37,59.97,6.58,148,1023,878,maize,Spray Pesticide
587,28.47,52.07,6.32,299,827,813,rice,Spray Pesticide
789,20.52,49.52,6.19,290,988,736,rice,Spray Pesticide
651,21.19,79.02,5.78,174,933,675,wheat,Spray Pesticide
576,20.06,72.53,5.68,231,913,645,maize,Spray Pesticide
763,18.91,63.93,6.66,247,707,772,maize,Spray Pesticide
536,19.56,83.1,6.1,141,771,885,wheat,Spray Pesticide
570,19.72,86.16,5.76,229,729,583,wheat,Spray Pesticide
768,15.72,73.44,6.52,161,714,793,maize,Spray Pesticide
810,24.33,53.63,6.36,2,718,683,rice,Spray Pesticide
880,22.6,56.29,5.65,114,807,641,wheat,Spray Pesticide
592,26.65,66.11,5.43,87,734,811,wheat,Spray Pesticide
601,30.99,55.45,6.76,230,859,667,rice,Spray Pesticide
638,25.63,75.3,6.14,227,932,853,maize,Spray Pesticide
650,23.18,75.74,6.97,208,900,914,rice,Spray Pesticide
676,21.96,62.73,6.32,266,781,861,wheat,Spray Pesticide
602,29.55,80.68,6.16,28,813,823,rice,Spray Pesticide
634,21.1,87.35,6.38,137,893,836,maize,Spray Pesticide
469,18.78,79.31,5.59,174,1023,592,wheat,Spray Pesticide
622,25.78,54.44,5.4,115,894,805,rice,Spray Pesticide
542,18.82,56.98,6.84,281,860,721,maize,Spray Pesticide
813,17.03,60.3,5.98,52,839,856,maize,Spray Pesticide
667,15.79,71.48,6.04,168,1023,880,maize,Spray Pesticide
866,14.95,75.56,6.07,93,962,896,maize,Spray Pesticide
713,19.09,59.92,6.13,276,815,585,maize,Spray Pesticide
672,18.13,80.19,5.94,136,899,593,maize,Spray Pesticide
741,26.71,66.45,7.19,235,820,945,wheat,Spray Pesticide
763,19.68,77.86,6.68,225,991,1023,maize,Spray Pesticide
663,28.94,66.93,6.45,182,917,1023,maize,Spray Pesticide
576,21.92,58.62,6.01,93,987,797,maize,Spray Pesticide
624,24.13,81.15,6.56,264,721,855,rice,Spray Pesticide
615,18.99,56.19,6.65,218,678,694,wheat,Spray Pesticide
703,22.89,67.71,5.83,235,906,781,wheat,Spray Pesticide
855,21.01,53.02,5.74,160,893,889,rice,Spray Pesticide
696,27.41,81.41,6.74,287,1023,859,maize,Spray Pesticide
707,28.97,57.98,6.59,233,829,858,rice,Spray Pesticide
694,24.63,58.5,5.91,281,850,1023,rice,Spray Pesticide
530,29.98,80.62,6.85,213,1023,882,rice,Spray Pesticide
828,29.48,81.58,6.67,152,818,656,wheat,Spray Pesticide
518,21.61,63.61,6.17,268,729,910,wheat,Spray Pesticide
640,23.58,56.3,6.31,106,933,680,wheat,Spray Pesticide
730,27.0,52.29,6.18,43,808,751,maize,Spray Pesticide
725,20.13,64.63,5.57,306,886,880,maize,Spray Pesticide
548,27.91,55.96,6.42,227,747,700,rice,Spray Pesticide
669,25.72,66.35,6.15,170,758,884,wheat,Spray Pesticide
624,19.89,56.43,7.27,60,968,848,wheat,Spray Pesticide
592,16.22,81.98,6.86,91,1002,862,maize,Spray Pesticide
645,27.74,51.87,6.56,80,739,748,maize,Spray Pesticide
581,24.96,78.15,6.41,80,728,799,wheat,Spray Pesticide
712,17.38,49.89,5.9,174,747,791,wheat,Spray Pesticide
877,23.03,61.11,6.47,0,764,734,maize,Spray Pesticide
610,23.6,88.33,7.14,145,774,926,maize,Spray Pesticide
571,23.31,54.99,5.76,100,1023,945,wheat,Spray Pesticide
508,17.42,78.39,6.03,279,814,806,rice,Spray Pesticide
702,19.75,73.9,6.66,35,953,735,rice,Spray Pesticide
573,15.74,69.38,6.87,129,983,964,rice,Spray Pesticide
613,24.13,81.98,5.59,18,779,760,rice,Spray Pesticide
885,25.53,74.69,6.53,178,897,748,wheat,Spray Pesticide
816,17.12,78.57,6.29,259,977,811,rice,Spray Pesticide
692,18.06,72.96,6.84,188,964,764,rice,Spray Pesticide
552,23.28,66.3,5.81,214,868,857,maize,Spray Pesticide
782,25.69,56.72,6.78,222,828,913,rice,Spray Pesticide
739,18.42,66.17,6.9,210,779,714,maize,Spray Pesticide
493,26.23,69.27,5.45,194,698,763,maize,Spray Pesticide
686,25.47,59.16,6.4,203,755,710,wheat,Spray Pesticide
636,17.36,63.62,6.73,164,1013,751,wheat,Spray Pesticide
590,23.52,74.02,6.69,208,934,895,wheat,Spray Pesticide
595,24.86,81.89,5.68,289,1023,944,wheat,Spray Pesticide
677,23.63,84.68,7.0,175,825,660,maize,Spray Pesticide
827,23.22,79.39,6.49,56,903,709,wheat,Spray Pesticide
743,27.22,68.58,6.23,166,795,715,maize,Spray Pesticide
732,30.99,54.28,6.24,279,741,603,wheat,Spray Pesticide
661,24.21,76.18,6.14,52,781,582,rice,Spray Pesticide
508,17.65,61.06,7.03,187,787,1023,rice,Spray Pesticide
723,24.44,81.81,6.16,248,1023,740,maize,Spray Pesticide
816,16.18,64.52,5.8,228,819,675,rice,Spray Pesticide
808,19.19,72.32,6.14,61,773,1023,rice,Spray Pesticide
506,20.85,80.55,6.95,100,997,699,maize,Spray Pesticide
583,23.19,54.95,5.69,124,800,913,rice,Spray Pesticide
620,23.09,57.88,5.77,131,886,636,rice,Spray Pesticide
683,28.78,53.34,7.32,231,920,815,rice,Spray Pesticide
777,18.01,80.47,5.58,235,740,954,wheat,Spray Pesticide
689,29.65,63.82,6.6,24,704,673,maize,Spray Pesticide
557,18.0,55.84,5.92,74,676,703,wheat,Spray Pesticide
570,27.47,74.85,5.49,289,701,976,rice,Spray Pesticide
842,15.1,57.64,6.46,307,969,695,rice,Spray Pesticide
629,16.99,67.11,6.29,311,906,846,wheat,Spray Pesticide
828,27.48,78.1,6.37,52,957,830,rice,Spray Pesticide
856,25.87,60.39,5.77,190,784,683,maize,Spray Pesticide
876,25.12,60.23,7.23,90,981,715,maize,Spray Pesticide
645,21.38,81.52,6.76,60,669,835,maize,Spray Pesticide
637,26.11,71.76,5.68,118,738,837,rice,Spray Pesticide
671,24.04,78.37,5.81,193,918,819,maize,Spray Pesticide
836,19.26,71.47,6.71,37,778,624,maize,Spray Pesticide
714,23.37,58.71,6.02,233,1002,931,rice,Spray Pesticide
765,15.26,85.49,5.63,189,716,662,wheat,Spray Pesticide
546,30.34,61.45,6.45,246,1022,879,wheat,Spray Pesticide
625,19.7,61.98,5.67,82,777,678,rice,Spray Pesticide
586,30.24,55.34,5.96,159,843,992,maize,Spray Pesticide
664,21.84,84.54,5.46,63,942,700,wheat,Spray Pesticide
592,16.9,66.02,7.02,116,945,863,wheat,Spray Pesticide
595,18.42,65.78,6.99,104,991,822,wheat,Spray Pesticide
752,20.15,62.6,6.62,107,1023,688,rice,Spray Pesticide
477,18.32,77.06,6.87,158,830,685,wheat,Spray Pesticide
644,23.6,81.28,6.64,98,939,674,wheat,Spray Pesticide
733,18.65,86.22,6.58,195,745,696,rice,Spray Pesticide
692,16.2,75.25,6.58,269,1023,910,rice,Spray Pesticide
464,27.31,87.37,6.83,175,873,640,rice,Spray Pesticide
572,21.28,64.38,6.79,50,926,716,wheat,Spray Pesticide
515,18.34,64.48,6.69,219,907,716,wheat,Spray Pesticide
624,23.49,75.44,6.21,268,881,684,rice,Spray Pesticide
725,27.79,67.94,5.89,215,820,763,maize,Spray Pesticide
670,23.18,81.94,6.43,38,1023,777,rice,Spray Pesticide
869,24.27,61.31,5.88,222,731,715,wheat,Spray Pesticide
504,21.16,55.42,7.25,60,1023,756,wheat,Spray Pesticide
578,22.99,62.0,6.77,110,899,713,rice,Spray Pesticide
510,23.17,66.72,6.63,226,740,903,maize,Spray Pesticide
595,18.62,60.54,5.83,210,879,653,maize,Spray Pesticide
578,30.91,56.63,6.65,201,683,769,wheat,Spray Pesticide
698,18.26,60.53,5.7,182,918,898,maize,Spray Pesticide
594,17.84,76.87,6.76,179,867,756,maize,Spray Pesticide
888,20.0,69.63,6.19,225,729,723,maize,Spray Pesticide
860,28.59,76.87,6.69,251,718,636,rice,Spray Pesticide
774,23.1,68.78,6.41,225,838,770,wheat,Spray Pesticide
746,18.38,60.14,5.83,82,661,892,rice,Spray Pesticide
582,22.98,72.98,6.88,214,901,733,maize,Spray Pesticide
924,23.09,62.69,7.1,114,978,711,wheat,Spray Pesticide
632,30.34,51.16,6.56,278,847,829,rice,Spray Pesticide
714,20.89,84.26,6.16,66,785,811,wheat,Spray Pesticide
715,20.71,75.02,6.38,35,821,951,rice,Spray Pesticide
514,15.68,78.32,6.0,219,909,848,wheat,Spray Pesticide
570,20.7,55.02,5.58,234,1023,711,rice,Spray Pesticide
638,26.92,57.74,6.26,214,659,890,maize,Spray Pesticide
795,24.98,53.05,5.81,126,872,737,rice,Spray Pesticide
779,24.02,76.12,5.4,236,801,608,maize,Spray Pesticide
715,17.55,62.07,5.6,174,810,638,rice,Spray Pesticide
688,21.65,63.21,5.53,133,1023,960,maize,Spray Pesticide
859,16.96,70.02,5.94,63,795,937,maize,Spray Pesticide
569,16.45,76.0,7.09,116,839,719,rice,Spray Pesticide
501,21.36,72.34,6.48,202,856,899,rice,Spray Pesticide
890,17.75,69.94,6.26,147,812,608,wheat,Spray Pesticide
696,19.37,79.46,5.91,315,702,579,rice,Spray Pesticide
639,20.03,68.44,5.7,113,673,671,wheat,Spray Pesticide
638,26.02,72.52,5.91,162,1000,871,rice,Spray Pesticide
826,26.33,75.39,6.75,192,720,1023,wheat,Spray Pesticide
481,19.39,57.05,6.88,244,866,964,maize,Spray Pesticide
673,29.07,65.68,7.23,287,952,1023,rice,Spray Pesticide
791,16.67,59.51,6.71,130,972,951,maize,Spray Pesticide
548,21.98,55.08,6.43,3,837,772,rice,Spray Pesticide
515,22.37,69.21,5.88,62,814,832,wheat,Spray Pesticide
470,21.08,72.61,5.59,284,777,931,rice,Spray Pesticide
673,17.15,56.95,6.62,5,864,828,wheat,Spray Pesticide
613,19.26,73.81,5.55,128,990,567,wheat,Spray Pesticide
636,15.98,65.93,6.48,248,675,961,rice,Spray Pesticide
792,18.32,80.64,6.64,21,637,984,maize,Spray Pesticide
690,15.78,59.37,6.75,54,665,1023,rice,Spray Pesticide
763,29.27,55.6,6.49,164,799,856,maize,Spray Pesticide
804,19.47,75.23,6.31,39,1023,1023,wheat,Spray Pesticide
718,28.39,73.55,7.04,47,761,729,rice,Spray Pesticide
710,20.84,71.7,6.26,11,896,573,rice,Spray Pesticide
699,19.59,53.91,6.54,148,670,677,maize,Spray Pesticide
551,29.54,58.0,6.43,114,936,718,rice,Spray Pesticide
496,16.12,57.02,6.51,295,818,552,wheat,Spray Pesticide
564,16.89,73.87,5.99,292,714,824,rice,Spray Pesticide
740,23.64,86.76,6.76,116,667,625,wheat,Spray Pesticide
712,15.48,80.48,5.69,27,752,964,wheat,Spray Pesticide
829,26.27,74.33,6.73,223,878,575,maize,Spray Pesticide
841,20.16,85.17,6.0,2,868,748,maize,Spray Pesticide
656,27.19,83.11,6.06,79,907,641,wheat,Spray Pesticide
833,30.45,53.76,6.36,113,851,671,maize,Spray Pesticide
602,14.71,83.13,6.44,38,741,795,maize,Spray Pesticide
727,16.75,53.58,6.68,154,930,861,wheat,Spray Pesticide
672,16.8,61.1,5.6,235,879,772,rice,Spray Pesticide
622,17.73,73.45,6.17,126,835,926,rice,Spray Pesticide
509,26.47,55.7,6.28,192,851,889,maize,Spray Pesticide
801,31.22,76.04,5.91,94,898,699,maize,Spray Pesticide
803,21.88,67.31,5.6,288,891,863,wheat,Spray Pesticide
780,25.75,87.9,6.61,160,862,689,wheat,Spray Pesticide
784,22.38,57.88,6.87,8,999,686,wheat,Spray Pesticide
